Url,Page,Direction
https://www.bucataras.ro/retete/musaca-de-post-cu-ciuperci-96082.html,1,"Spalati cartofii, ii puneti intr-o oala cu apa la fiert. Cand sunt patrunsi, ii scoateti pe o farfurie, ii lasati sa se racoreasca. Desfaceti cutiile cu ciuperci, le spalati in 2-3 ape si le scurgeti. Morcovul il curatati si il taiati rondele. Puneti ciupercile cu morcovul in blender, le maruntiti, dar nu le faceti pasta, ci bucatele mai mari, sa semene cu carnea tocata. Ceapa curata o tocati marunt. Ardeiul rosu il curatati de cotor si semine, il taiati cubulete. Puneti o tigaie pe aragaz, turnati uleiul de masline. Adaugati amestecul de ciuperci cu morcov, ceapa si ardeiul. Amestecati bine, lasati sa scada lichidul. Adaugati 3/4 de cana cu apa. Puneti amestecul de legume uscate, sare, piper si boia dulce. Amestecati, lasati la foc potrivit sa scada tot lichidul. Rosiile decojite le puneti in blender, opriti 3-4 linguri din sucul loc. Le pasati pana obtineti un piure. Dupa ce a scazut tot lichidul din tigaie, puneti piureul de rosii si invartiti. Dupa 2-3 minute, dati focul la mic, puneti amidonul si amestecati toata compozitia cat mai bine. Dati tigaia deoparte. Tocati marunt mararul verde, il amestecati in compozitia obtinuta.  Cartofii racoriti ii decojiti si ii taiati felii. Intr-un vas yena, asezati un strat de cartofi, puneti feliile una langa alta. Asezati compozitia si o nivelati, apoi mai puneti un strat de cartofi. Ungeti deasupra cu sucul de rosii oprit, apoi asezati feliile de branza vegana.  Introduceti musacaua in cuptorul incins, la 180 de grade, pentru 35-40 de minute. Cand este gata, o scoateti din cuptor si o lasati sa se racoreasca putin!  A mers de minute cu niste gogosari in sos! Pofta buna! "
https://www.bucataras.ro/retete/mancare-de-fasole-verde-cu-naut-96112.html,1,"Taiem morcovul semirondele, ardeiul gras cubulete si ceapa fin. Intr-o cratita punem la calit legumele in uleiul incins. Cand legumele s-au inmuiat, adaugam fasolea verde, apoi acoperim cu apa calda. Adaugam foaia de dafin si cimbru. Fierbem la foc mic pana legumele se inmoaie, apoi adaugam rosiile si nautul. Potrivim de sare si piper si fierbem pana se leaga sosul. Adaugam mararul tocat marunt si usturoiul tocat marunt."
https://www.bucataras.ro/retete/varza-calita-cu-cartofi-ca-la-kracovia-96117.html,1,"Cartofii curatati si spalati ii taiem felii pe lung saram si piperam putin.  Ueiul il incalzim bine intr-un ceaunel de tuci,sau cratita in care fierbem sarmalele, adaugam cartofii si-i sotam pana devin usor aramii si aproape facuti. Scoatem cartofii pe un platou . In uleiul ramas ,adaugam ceapa taiata solzisor,cand a devenit sticloasa ,adaugam zaharul ,amestecam ,lasam un minut,apoi adaugam morcovul spalat si taiat feliute.Adaugam pasta de rosii, si rosiile ,totul sotam timp de 5 minute. Varza spalata si taiata grosier o adaugam in oala ,amestecam si acoperim cu capac. Cand varza s-a lasat un pic,adaugam cartofii,amestecam,acoperim cu capac. Mai lasam 15 min. La sfarsit,adaugam usturoiul zdrobit,verdeata,potrivim de sare si piper dupa gust ,adaugam boiaua iute (optional).Amestecam si mai lasam 2-3 minute. Oprim flacara si dupa 5 minute se poate servi.     Varza poloneza este gata! Se poate servi cu muraturi sau cu ce va place.      "
https://www.bucataras.ro/retete/fasole-batuta-96136.html,1,"Mai intai alegem boabele de fasole, le lasa cateva ore la inmuiat sau chiar peste noapte. Punem la fiert fasolea si o lasam sa dea in clocot. Schimbam apa fasolei si o punem din nou la fiert. Acoperim cratita cu un capac si din cand in cand verificam daca au fiert boabele. Nu se poata da cu exactitate un timp de fierbere, depinde foarte mult de tipul de fasole. Intre timp curatam ceapa, o tocam si o punem la calit. Adaugam si pasta de tomate si o cescuta de apa si lasam sa dea in clocot. Adaugam sare, piper si ardei boia.  Dupa ce a fiert fasolea o pasam cu un zdrobitor de cartofi sau cu ajutorul blenderului. Adaugam sare si piper dupa gust. Servim fasolea cu sosul de ceapa si cu usturoi pasat si marar verde tocat marunt. Pofta buna!"
https://www.bucataras.ro/retete/cartofi-la-cuptor-cu-salata-de-naut-96176.html,1,"   Cartofii se curata de coaja, se spala si se taie .Se face un amestec de ulei,oregano, cimbru,pudra de usturoi si sare. Se toarna uleiul cu condimente  peste cartofi si se amesteca .      Pregatiti o tava mare, cu hartie de copt si puneti cartofii. Se introduc in cuptorul preincalzit, timp de 2 ore,foc mic. Se intorc la fiecare 30 minute.    Salata de naut: nautul se scurge, se spala si se pune intr-un bol ,alaturi de ceapa verde taiata, marar, sare, ulei masline (putin) si castravete (taiat cubulete). Se amesteca si se serveste alaturi de cartofi."
https://www.bucataras.ro/retete/supa-crema-de-dovleac-bucatarie-franceza-96235.html,1,"
Coacem dovleacul si baconul, după care calim ceapă și usturoiul împreună cu ghimbirul. Stingem cu apa, adăugăm cartofii, laptele de cocos, oregano, sare si piper dupa gust fierbem până sunt fierte legumele după care adăugăm dovleacul si smantana de gătit, balconul îl sfaramam cat sa devina ca niste crutoane. Blendam totul reglam consistenta si gustul. 
Pur si simplu delicioasă.  
 
Pofta buna, dragilor!"
https://www.bucataras.ro/retete/cartofi-in-sos-de-rosii-cu-usturoi-96158.html,1,"Cartofii se spala bine si se fierb cu coaja cu tot in apa cu sare. Se lasa sa fiarba pana cand se patrund bine la testul cu furculita. Intre timp se prepara sosul de rosii cu usturoi. Se curata ceapa si usturoiul si se toaca marunt. Se pun la calit intr-o tigaie adanca cu ulei, la foc mediu. Se amesteca sa nu se arda si sa se caleasca uniform. Cand ceapa isi schimba culoarea se adauga si cativa stropi de apa fierbinte, pentru a nu capata gust de prajeala. Apoi se adauga pasta de rosii si se amesteca bine cu ingredientele din tigaie. Se mai pune o ceasca de apa si se lasa sosul sa fiarba 10-12 minute, timp in care se se adauga si condimente, dupa gust. Cartofii fierti se scurg, se trec prin apa rece si se curata. Se toaca in felii rotunde si se adauga in sosul de rosii. Se mai amesteca mancarea pe foc 5-6 minute, apoi se stinge focul si se adauga patrunjel verde, tocat. Se serveste calda cu muraturi sau o salata de legume proaspete."
https://www.bucataras.ro/retete/ghiveci-de-legume-cu-orez-brun-la-cuptor-96243.html,1,"Curatam legumele si le spalam. Taiem ceapa fin, morcovul semirondele, ardeiii grasi cubulete mai mari. Punem mai intai ceapa si morcovul la calit in uleiul incins, apoi ardeiul gras. Cand acestea s-au inmuiat usor adaugam fasolea verde si mazarea. Amestecam usor si stingem cu apa calda. Apa trebuie sa depaseasca de un deget legumele deja existente in vas. Acoperim cu un capac. Dovlecelul il taiem rondele putin mai groase, iar cartoful cuburi mari. Cand apa a inceput sa fiarba adaugam cartoful si dovlecel si fierbem 5 minute. Punem nautul, rosiile, orezul, sare, piper, condimentele, foile de dafin si dam vasul la cuptor la foc potrivit pana apa este absorbita in totalitate. Presaram deasupra patrunjel verde dupa ce am scos vasul din cuptor. Servim ca fel principal de post sau ca garnitura la gratar."
https://www.bucataras.ro/retete/ghiveci-de-legume-cu-soia-96374.html,1,"Pentru inceput pune soia la hidratat in apa fierbinte. Intr-o tigaie incapatoare pune uleiul la incins.  Ceapa curatata ,spalata o tai julien si o pui in uleiul incins amaestecand ,sa nu se arda. Cand ceapa a devenit sticloasa pune 50 ml. apa si lasa ceapa la inabusit 5 minute. Legumele congelate le-ai lasat sa se decongeleze si apoi le adaugi peste ceapa . Tot acum pune si cartoful curatat de coaja,spalat si taiat cubulete. Adauga 100 ml. apa si lasa pe foc moale pana se patrunde morcovul si cartoful. Condimenteaza cu sare,piper si cimbru sau cu ce condimente iti plac.   Cand toate legumele sunt patrunse adauga sucul de rosii si lasa la fiert 10 minute. patrunjelul spalat si tocat marunt il adaugi peste legume si opresti focul. Servesti cu muraturi sau o salata agreata de familie. Pofta buna!  "
https://www.bucataras.ro/retete/mancare-de-ciuperci-cu-masline-96375.html,1,"Ciupercile le scoateti din cutie, le spalati si le lasati intr-o sita la scurs.. Ceapa curatata o tocati marunt. Morcovul decojit il taiati in doua pe lungime, apoi il faceti rondele. Ardeiul rosu, curatat de cotor si seminte, il taiati fasii. Intr-o cratita puneti uleiul la incins. Adaugati ceapa, morcovul si le sotati 2 minute, apoi puneti ciupercile si mai sotati 2 minute. Puneti si ardeiul rosu, amestecati bine, apoi presarati sare, piper, boia, foile de dafin si amestecul de legume uscate.  Turnati apa calda, cat sa acoperiti ciupercile. Puneti un capac si fierbeti la foc potrivit 25-30 de minute. Dupa acest timp, adaugati sosul de kapia si maslinele.  Mai fierbeti circa 10 minute sau pana este scazut lichidul atat cat va doriti. La final incorporati pasta de tomate si oregano uscat. Gustati sa vedeti daca mai trebuie sare. Mai lasati pe foc circa 2 minute.  O puteti servi simpla sau presarati verdeata deasupra, marar sau patrunjel, dupa plac.  Pofta buna! "
https://www.bucataras.ro/retete/aperitiv-placinte-cu-cartofi-la-panini-maker-de-post-96349.html,1,"Aluatul:  In bolul robotului se pune faina, sarea pe margine, drojdia si zaharul. Se toarna jumatate din cantitatea de apa calduta si se porneste mixerul pentru framantare. Se toarna cate putin din restul de apa calduta. Daca considerati ca mai este nevoie, mai adaugati putina apa. La final se toarna uleiul si se lasa sa framante bine aluatul pana devine omogen si nu se lipeste de peretii vasului. Cand este gata, se acopera aluatul si se lasa la dospit cca o ora. Umplutura:  Se fierb cartofii in coaja in apa cu putina sare. Dupa ce au fiert, se scurg de apa, se lasa sa se raceasca pentru a putea fi curatati. Se dau pe razatoarea cu gauri mari. Ceapa se curata, se taie marunt si se pune la calit intr-o cratita, cu uleiul. Cand incepe sa devina translucida, se pune boiaua, se amesteca repede sa nu se arda apoi se toarna cartofii. Se amesteca bine, se condimenteaza cu sare si piper, se mai lasa putin apoi se iau de pe foc. Se lasa sa se racoreasca. Se rupe din aluat o bucata care se intinde pe masa de lucru infainata. Se pune deasupra cartofii cu ceapa, lasand marginile libere. Se impacheteaza aluatul astfel incat sa nu iasa cartofii afara. Se aplatizeaza usor si se pune in aparatul bine incins. Se inchide aparatul si se lasa pana se rumeneste frumos placinta.  La fel se procedeaza si cu restul de aluat.  Se pot servi atat calde cat si reci, optional cu un iaurt, sana, kefir, etc. Pofta buna!"
https://www.bucataras.ro/retete/ciorba-de-fasole-verde-cu-soia-96380.html,1,"Intr-o oala de 3l. am pus la fiert 2l. de apa. 
Ceapa, morcovul, radacina de patrunjel si telina curatate,spalate si tocate in cuburi mici le-am pus in oala cu apa. Soia am hidratat-o in apa clocotita. 
Mazarea, fasolea verde, leusteanul le-am avut la congelator. Asa ca le-am scos din congelator si le-am pus la fiert. Legume au fiert circa 30 minute. Am adaugat soia hidratata si am lasat la fiert 5 min. Peste legume am adaugat sucul de rosii si bulionul de corcoduse pentru acrit. Le-am lasat inca 5 minute la fiert ,apoi am adaugat uleiul care a fiert 2 min. Am stins focul si am adaugat leusteanul tocat. Se sareaza dupa gust .    "
