address,area,baths,beds,brokerName,detailUrl,id,imgSrc,latitude,longitude,price,statusText,statusType
"1842 NW 33rd St, Miami, FL 33142",1200,2.0,3,Olde Towne Inter'l Rlty,https://www.zillow.com/homedetails/1842-NW-33rd-St-Miami-FL-33142/247698051_zpid/,247698051,https://photos.zillowstatic.com/fp/b428a33bf81ea276789c18bba685ba8e-p_e.jpg,25.80642,-80.22672,"$352,000",House for sale,FOR_SALE
"(undisclosed Address), Miami, FL 33173",1573,2.0,3,First Service Realty ERA,https://www.zillow.com/homedetails/Miami-FL-33173/44220988_zpid/,44220988,https://photos.zillowstatic.com/fp/435ae8a648abee479626e48f49a97002-p_e.jpg,,,"$589,000",House for sale,FOR_SALE
"12730 SW 229th Ter, Miami, FL 33170",1694,3.0,3,"Waira Real Estate, LLC.",https://www.zillow.com/homedetails/12730-SW-229th-Ter-Miami-FL-33170/337200522_zpid/,337200522,https://photos.zillowstatic.com/fp/48d770bccfcef00a6a75f457345ebefb-p_e.jpg,25.553505,-80.39731,"$415,000",Townhouse for sale,FOR_SALE
"8545 SW 97th Rd, Miami, FL 33173",1303,2.0,3,Piquet Realty,https://www.zillow.com/homedetails/8545-SW-97th-Rd-Miami-FL-33173/44217622_zpid/,44217622,https://photos.zillowstatic.com/fp/b72a9baf2f72c57dc90a4785d528065a-p_e.jpg,25.68951,-80.35058,"$595,000",House for sale,FOR_SALE
"1451 Brickell Ave UNIT 3902, Miami, FL 33131",1625,3.0,2,Fortune Christie's International Real Estate,https://www.zillow.com/homedetails/1451-Brickell-Ave-UNIT-3902-Miami-FL-33131/244350122_zpid/,244350122,https://photos.zillowstatic.com/fp/b35b6f04cedcdbbcacd851ba83735d41-p_e.jpg,25.758121,-80.1924,"$2,860,000",Condo for sale,FOR_SALE
"151 SE 1st St APT 804, Miami, FL 33131",446,1.0,1,EXP Realty LLC,https://www.zillow.com/homedetails/151-SE-1st-St-APT-804-Miami-FL-33131/247680272_zpid/,247680272,https://photos.zillowstatic.com/fp/96c55372e8c68b7eb53eedd934a3c932-p_e.jpg,25.773623,-80.19066,"$345,000",Condo for sale,FOR_SALE
"999 SW 1st Ave #3205, Miami, FL 33130",1274,2.0,2,EXP Realty LLC,https://www.zillow.com/homedetails/999-SW-1st-Ave-3205-Miami-FL-33130/162033869_zpid/,162033869,https://photos.zillowstatic.com/fp/c3fe3fa96bc9dbecdb1e1f05c501c448-p_e.jpg,25.765038,-80.19466,"$790,000",Condo for sale,FOR_SALE
"15880 SW 136th Ter, Miami, FL 33196",3045,4.0,5,Keller Williams Realty Premier Properties,https://www.zillow.com/homedetails/15880-SW-136th-Ter-Miami-FL-33196/162032224_zpid/,162032224,https://photos.zillowstatic.com/fp/150a36328ccf9f0a9891d9a6e11cf1b5-p_e.jpg,25.639206,-80.451225,"$850,000",House for sale,FOR_SALE
"4630 SW 97th Ct, Miami, FL 33165",1185,1.0,3,Douglas Elliman,https://www.zillow.com/homedetails/4630-SW-97th-Ct-Miami-FL-33165/44201292_zpid/,44201292,https://photos.zillowstatic.com/fp/606a1e9d6b7c3e9421bebbe3ea6a90ae-p_e.jpg,25.724533,-80.35249,"$465,000",House for sale,FOR_SALE
"9870 SW 164th Ter, Miami, FL 33157",1938,2.0,4,RE/MAX Advance Realty II,https://www.zillow.com/homedetails/9870-SW-164th-Ter-Miami-FL-33157/44296464_zpid/,44296464,https://photos.zillowstatic.com/fp/92cc7421c26874f30a1196ee89f94074-p_e.jpg,25.61674,-80.353096,"$475,000",House for sale,FOR_SALE
"17624 SW 153rd Ave #17624, Miami, FL 33187",1548,3.0,3,La Costa Homes Realty,https://www.zillow.com/homedetails/17624-SW-153rd-Ave-17624-Miami-FL-33187/2061530844_zpid/,2061530844,https://photos.zillowstatic.com/fp/44bbdbec4471603b85ab332b8e89bcd3-p_e.jpg,25.603033,-80.44047,"$455,000",Townhouse for sale,FOR_SALE
"41 SE 5th St APT 1116, Miami, FL 33131",1056,2.0,1,"305 International Realty, LLC.",https://www.zillow.com/homedetails/41-SE-5th-St-APT-1116-Miami-FL-33131/82411080_zpid/,82411080,https://photos.zillowstatic.com/fp/52580974f77fd8e80dddf0b54e48282e-p_e.jpg,25.769,-80.19183,"$475,000",House for sale,FOR_SALE
"5941 SW 87th Ave, Miami, FL 33173",4914,7.0,5,One Sotheby's International Realty,https://www.zillow.com/homedetails/5941-SW-87th-Ave-Miami-FL-33173/44209633_zpid/,44209633,https://photos.zillowstatic.com/fp/3a453a441b05137e02133b5e17649bec-p_e.jpg,25.713175,-80.3344,"$3,900,000",New construction,FOR_SALE
"780 NE 69th St PENTHOUSE 1, Miami, FL 33138",1316,2.0,2,Coldwell Banker Realty,https://www.zillow.com/homedetails/780-NE-69th-St-PENTHOUSE-1-Miami-FL-33138/43829619_zpid/,43829619,https://photos.zillowstatic.com/fp/7bf5ad62e19e88ae80d0c1fd0e6addf8-p_e.jpg,25.83887,-80.18001,"$600,000",Condo for sale,FOR_SALE
"2654 SW 28th Ct, Miami, FL 33133",1336,2.0,2,Sea Grove Realty,https://www.zillow.com/homedetails/2654-SW-28th-Ct-Miami-FL-33133/43859165_zpid/,43859165,https://photos.zillowstatic.com/fp/a8ca7615f3e21dc117b808e539414f58-p_e.jpg,25.742386,-80.23991,"$580,000",Multi-family home for sale,FOR_SALE
"3930 Utopia Ct, Miami, FL 33133",2810,3.0,4,"Compass Florida, LLC",https://www.zillow.com/homedetails/3930-Utopia-Ct-Miami-FL-33133/43864167_zpid/,43864167,https://photos.zillowstatic.com/fp/3477d6159dcbd5fa045dd9ee1f016ced-p_e.jpg,25.71823,-80.25637,"$2,450,000",House for sale,FOR_SALE
"2000 N Bayshore Dr APT 202, Miami, FL 33137",1332,2.0,3,Jennifer Homes Realty,https://www.zillow.com/homedetails/2000-N-Bayshore-Dr-APT-202-Miami-FL-33137/64704180_zpid/,64704180,https://photos.zillowstatic.com/fp/a78f88287f0a4adfb9e276241d2fd9ff-p_e.jpg,25.795591,-80.1881,"$475,000",Condo for sale,FOR_SALE
"14279 SW 166th St, Miami, FL 33177",2537,4.0,4,Dominion Realty Group,https://www.zillow.com/homedetails/14279-SW-166th-St-Miami-FL-33177/44335284_zpid/,44335284,https://photos.zillowstatic.com/fp/1b70420406153da9ebdb30ad79e05acf-p_e.jpg,25.613348,-80.423805,"$799,999",House for sale,FOR_SALE
"350 NE 24th St APT 1110, Miami, FL 33137",1036,2.0,2,Willis Wilson & Associates,https://www.zillow.com/homedetails/350-NE-24th-St-APT-1110-Miami-FL-33137/83158187_zpid/,83158187,https://photos.zillowstatic.com/fp/49de290c85ea25c64e3ccba9c2a483b7-p_e.jpg,25.799862,-80.188644,"$489,000",Condo for sale,FOR_SALE
"185 SW 7th St APT 3611, Miami, FL 33130",1486,3.0,3,Fortune Christie's International Real Estate,https://www.zillow.com/homedetails/185-SW-7th-St-APT-3611-Miami-FL-33130/82069105_zpid/,82069105,https://photos.zillowstatic.com/fp/29a2bc1f6ad5b3c89835dc4f3a990d51-p_e.jpg,25.768124,-80.19701,"$725,000",Condo for sale,FOR_SALE
"8891 SW 28th St, Miami, FL 33165",1588,2.0,4,Landmark Real Estate CO,https://www.zillow.com/homedetails/8891-SW-28th-St-Miami-FL-33165/44193316_zpid/,44193316,https://photos.zillowstatic.com/fp/fb8da90a19793130f7212d6ded3231d2-p_e.jpg,25.744247,-80.33927,"$595,000",House for sale,FOR_SALE
"145 SW 30th Ct APT 103B, Miami, FL 33135",650,1.0,1,United Realty Group Inc,https://www.zillow.com/homedetails/145-SW-30th-Ct-APT-103B-Miami-FL-33135/2060207684_zpid/,2060207684,https://photos.zillowstatic.com/fp/4a46bfca39be394e7e7e38bfd61435fd-p_e.jpg,25.770815,-80.24415,"$173,000",Condo for sale,FOR_SALE
"1370 NW 39th St, Miami, FL 33142",1192,2.0,4,"Cohen & Roth, LLC",https://www.zillow.com/homedetails/1370-NW-39th-St-Miami-FL-33142/43813163_zpid/,43813163,https://photos.zillowstatic.com/fp/ad25d43dbee79ace321a13b6d08950da-p_e.jpg,25.811811,-80.21935,"$495,000",House for sale,FOR_SALE
"460 NE 28th St APT 1504, Miami, FL 33137",1104,2.0,2,One Sotheby's International Re,https://www.zillow.com/homedetails/460-NE-28th-St-APT-1504-Miami-FL-33137/121346304_zpid/,121346304,https://photos.zillowstatic.com/fp/cf860ca46cb844b14802d951780ca0a3-p_e.jpg,25.803843,-80.18741,"$820,000",Condo for sale,FOR_SALE
"3540 Main Hwy #202, Miami, FL 33133",1877,3.0,2,RE/MAX Advance Realty,https://www.zillow.com/homedetails/3540-Main-Hwy-202-Miami-FL-33133/72565589_zpid/,72565589,https://photos.zillowstatic.com/fp/5a84e15309f5a86d3eda8495576bc1a1-p_e.jpg,25.72514,-80.245476,"$1,000,000",Condo for sale,FOR_SALE
"18215 SW 102nd Pl, Miami, FL 33157",680,1.0,3,Sellstate Priority Realty,https://www.zillow.com/homedetails/18215-SW-102nd-Pl-Miami-FL-33157/44302195_zpid/,44302195,https://photos.zillowstatic.com/fp/184aeafa39a346a0ddd6862eb02f60da-p_e.jpg,25.600018,-80.35796,"$349,000",House for sale,FOR_SALE
"2746 NW 16th St, Miami, FL 33125",2298,2.0,3,Coldwell Banker Realty,https://www.zillow.com/homedetails/2746-NW-16th-St-Miami-FL-33125/43821293_zpid/,43821293,https://photos.zillowstatic.com/fp/8b0646a491f1cec8c87c93c0c5441e35-p_e.jpg,25.78861,-80.24062,"$465,000",New construction,FOR_SALE
"18295 SW 204th St, Miami, FL 33187",3657,2.0,3,The Keyes Company,https://www.zillow.com/homedetails/18295-SW-204th-St-Miami-FL-33187/44357723_zpid/,44357723,https://photos.zillowstatic.com/fp/35622e53d90419c196e2e13f7cb0e538-p_e.jpg,25.576435,-80.488335,"$650,000",House for sale,FOR_SALE
"10990 SW 63rd Ter, Miami, FL 33173",1226,2.0,3,Keller Williams Realty Premier Properties,https://www.zillow.com/homedetails/10990-SW-63rd-Ter-Miami-FL-33173/44212712_zpid/,44212712,https://photos.zillowstatic.com/fp/a834dbfd2982d446bc95894ac682bfe6-p_e.jpg,25.708563,-80.37248,"$500,000",House for sale,FOR_SALE
"9765 SW 110th St, Miami, FL 33176",5846,7.0,5,"Compass Florida, LLC",https://www.zillow.com/homedetails/9765-SW-110th-St-Miami-FL-33176/44282382_zpid/,44282382,https://photos.zillowstatic.com/fp/d603de6266b58862f414dcb5c284d7e5-p_e.jpg,25.667885,-80.35244,"$4,425,000",New construction,FOR_SALE
"6470 SW 27th St, Miami, FL 33155",2230,2.0,4,"Homecoin International Realty, LLC.",https://www.zillow.com/homedetails/6470-SW-27th-St-Miami-FL-33155/44187243_zpid/,44187243,https://photos.zillowstatic.com/fp/1faf931003ce1283d938ae9f6fa9446c-p_e.jpg,25.744967,-80.300835,"$699,000",House for sale,FOR_SALE
"6822 NW 5th Pl, Miami, FL 33150",1524,2.0,4,"Kay Luxury Properties, LLC.",https://www.zillow.com/homedetails/6822-NW-5th-Pl-Miami-FL-33150/155725056_zpid/,155725056,https://photos.zillowstatic.com/fp/299ee2f7f56b777a15468eb781bd9b6b-p_e.jpg,25.83727,-80.20665,"$486,000",New construction,FOR_SALE
"6391 SW 39th St, Miami, FL 33155",1268,2.0,3,Cespedes Realty LLC,https://www.zillow.com/homedetails/6391-SW-39th-St-Miami-FL-33155/44189059_zpid/,44189059,https://photos.zillowstatic.com/fp/d71d8487d7f66f46023d551f9b11c0d5-p_e.jpg,25.735285,-80.298676,"$639,000",House for sale,FOR_SALE
"50 Biscayne Blvd APT 701, Miami, FL 33132",1108,2.0,2,Lexico Realty Inc,https://www.zillow.com/homedetails/50-Biscayne-Blvd-APT-701-Miami-FL-33132/82238514_zpid/,82238514,https://photos.zillowstatic.com/fp/8855d54519df4add929f43cc020f87f4-p_e.jpg,25.774815,-80.18821,"$495,000",Condo for sale,FOR_SALE
"60 SW 13th St APT 3600, Miami, FL 33130",2415,4.0,3,"305 International Realty, LLC.",https://www.zillow.com/homedetails/60-SW-13th-St-APT-3600-Miami-FL-33130/92446343_zpid/,92446343,https://photos.zillowstatic.com/fp/cca3af860ded7bb4f1524a78f2c92917-p_e.jpg,25.761267,-80.194496,"$1,595,000",Condo for sale,FOR_SALE
"5990 SW 97th Ave, Miami, FL 33173",4771,6.0,6,Lifestyle International Realty,https://www.zillow.com/homedetails/5990-SW-97th-Ave-Miami-FL-33173/66173662_zpid/,66173662,https://photos.zillowstatic.com/fp/861cfb4a075e56939be6e1e84411b198-p_e.jpg,25.71273,-80.351265,"$3,495,000",New construction,FOR_SALE
"11510 Pinkston Dr, Miami, FL 33176",2652,3.0,4,Keller Williams Capital Realty,https://www.zillow.com/homedetails/11510-Pinkston-Dr-Miami-FL-33176/44288750_zpid/,44288750,https://photos.zillowstatic.com/fp/4605557efcd2e540687400cb10bec4f4-p_e.jpg,25.659657,-80.35869,"$524,900",House for sale,FOR_SALE
"133 NE 2nd Ave APT 1708, Miami, FL 33132",903,1.0,1,Century 21 Continental Realty,https://www.zillow.com/homedetails/133-NE-2nd-Ave-APT-1708-Miami-FL-33132/82062064_zpid/,82062064,https://photos.zillowstatic.com/fp/50a4a6bb1e0e34d45b3d48742508fd38-p_e.jpg,25.776102,-80.18969,"$397,000",Condo for sale,FOR_SALE
"22630 SW 129th Ave, Miami, FL 33170",2576,5.0,5,"CHC Homes, LLC",https://www.zillow.com/homedetails/22630-SW-129th-Ave-Miami-FL-33170/2060514850_zpid/,2060514850,https://photos.zillowstatic.com/fp/4e17d47670f3f7466beefcd0598b38cf-p_e.jpg,25.55645,-80.40072,"$639,900",New construction,FOR_SALE
"13662 SW 160th Ct, Miami, FL 33196",2847,3.0,4,Keller Williams Realty Premier Properties,https://www.zillow.com/homedetails/13662-SW-160th-Ct-Miami-FL-33196/162031203_zpid/,162031203,https://photos.zillowstatic.com/fp/1ed6aaa8710a0fb550272e05580a799a-p_e.jpg,25.63875,-80.45446,"$1,500,000",House for sale,FOR_SALE
"12135 SW 219th St, Miami, FL 33170",1529,2.0,4,Keller Williams Eagle Realty,https://www.zillow.com/homedetails/12135-SW-219th-St-Miami-FL-33170/156391172_zpid/,156391172,https://photos.zillowstatic.com/fp/cc1da52e75512fa0654ac99b7fa81f7d-p_e.jpg,25.56371,-80.388084,"$449,000",New construction,FOR_SALE
"8201 SW 111th Ter, Miami, FL 33156",4434,4.0,5,Coldwell Banker Realty,https://www.zillow.com/homedetails/8201-SW-111th-Ter-Miami-FL-33156/156310747_zpid/,156310747,https://photos.zillowstatic.com/fp/76e48b76976e7f8a7ac7e0be59b57d7d-p_e.jpg,25.6669,-80.32709,"$3,100,000",House for sale,FOR_SALE
"88 SW 7th St APT 4204, Miami, FL 33130",3606,5.0,4,Fortune Christie's International Real Estate,https://www.zillow.com/homedetails/88-SW-7th-St-APT-4204-Miami-FL-33130/247652657_zpid/,247652657,https://photos.zillowstatic.com/fp/0ca23570a7e04bf52dce155d8b3ad989-p_e.jpg,25.76704,-80.194496,"$6,950,000",Condo for sale,FOR_SALE
"6619 SW 116th Pl #G7, Miami, FL 33173",1330,2.0,2,Luxe Properties,https://www.zillow.com/homedetails/6619-SW-116th-Pl-G7-Miami-FL-33173/44214187_zpid/,44214187,https://photos.zillowstatic.com/fp/df3a2f4db7a59bc61affeab991320d63-p_e.jpg,25.704948,-80.38176,"$324,998",Townhouse for sale,FOR_SALE
"10595 SW 58th St, Miami, FL 33173",4161,5.0,4,Coldwell Banker Realty,https://www.zillow.com/homedetails/10595-SW-58th-St-Miami-FL-33173/44211993_zpid/,44211993,https://photos.zillowstatic.com/fp/69597abdcb0333854be7c34a36b32800-p_e.jpg,25.714195,-80.36524,"$1,750,000",House for sale,FOR_SALE
"1956 NW 4th Ct #314, Miami, FL 33136",1026,2.0,3,The R E Experts of South Fla,https://www.zillow.com/homedetails/1956-NW-4th-Ct-314-Miami-FL-33136/63614319_zpid/,63614319,https://photos.zillowstatic.com/fp/c0eba94d62f104bd0de115823dfe89e3-p_e.jpg,25.794382,-80.203674,"$275,000",Townhouse for sale,FOR_SALE
"102 SW 6th Ave APT 201, Miami, FL 33130",910,2.0,2,Real Broker LLC,https://www.zillow.com/homedetails/102-SW-6th-Ave-APT-201-Miami-FL-33130/64791352_zpid/,64791352,https://photos.zillowstatic.com/fp/f6af56d8eeb65e87518bc436db7b1467-p_e.jpg,25.772512,-80.20464,"$299,500",Condo for sale,FOR_SALE
"999 Brickell Bay Dr APT 408, Miami, FL 33131",1060,2.0,2,Brickell Investment Realty,https://www.zillow.com/homedetails/999-Brickell-Bay-Dr-APT-408-Miami-FL-33131/43873807_zpid/,43873807,https://photos.zillowstatic.com/fp/e3eaca84fe4ebd7a601c0100b3a523c9-p_e.jpg,25.764765,-80.18901,"$359,000",Condo for sale,FOR_SALE
"8500 SW 109th Ave #6-108, Miami, FL 33173",1442,2.0,3,Onyx Realty,https://www.zillow.com/homedetails/8500-SW-109th-Ave-6-108-Miami-FL-33173/70787524_zpid/,70787524,https://photos.zillowstatic.com/fp/69d70961ed1edcb4ab4e6f93bb976c0f-p_e.jpg,25.689182,-80.3707,"$315,000",Condo for sale,FOR_SALE
