Page,Url,Title,Image,Content,Ingredients,Portion,Cooking Time,Recipe Yield,Direction
1,https://www.bucataras.ro/retete/fasole-scazuta-de-post-95613.html,"Fasole scazuta, de post",https://www.bucataras.ro/uploads/modules/news/95613/656x440_fasole-scazuta-de-post-625844.jpg,"""Retete de suflet""","500g fasole boabe
3 cepe
50ml ulei
3 linguri pasta de tomate
2 lingurite boia dulce
2 foi dafin
vegeta
piper
sare",6,120,,"Fasolea se pune in apa de seara pana dimineata. A doua zi se spala si se pune la fiert in oala sub presiune 1 ora cu 2 ligurite de vageta si foile de dafin. Ceapa se taie marunt se pune in cratita cu uleiul si se caleste 2-3 minute. Se pune putina apa se adauga boiaua, piper si sare si se fierbe aprox 5 minute. Se adauga fasolea si pastea de tomate si se mai fierbe 10-15 minute. Se potriveste de sare(eu pun si o jumatate lingurita zahar) si este gata. Se serveste cu ceapa rosie sau muraturi. Pofta Buna!"
1,https://www.bucataras.ro/retete/tocana-de-cartofi-noi-95621.html,Tocana de cartofi noi,https://www.bucataras.ro/uploads/modules/news/95621/656x440_tocana-de-cartofi-noi-625949.jpg,"""Retete de suflet""","1 kg cartofi noi
3 cepe
1 ardei capia
1 ardei verde
400g rosii taiate
50ml ulei
1 legatura marar
vegeta
boia de ardei afumata
piper
sare",4,90,,"Cartofii se curata, se spala si se taie cuburi. Ceapa se curata si se toaca marunt. Ardeii se curata, se spala si se taie patratele. Intr-o cratita se pune uleiul si ceapa si se caleste 3-4 minute. Se pune vegeta, boia afumata si piper. Se adauga ardeii si se mai caleste 2-3 minute. Se pun cartofii, apa sa ii acopere si se lasa la fiert 15-20 minute. Se adauga rosiile taiate, se amesteca bine si se mai lasa la fiert 5-10 minute. Se poate introduce in cuptor pana scade cat va place. Se adauga mararul tocat marunt, se potriveste de gust si este gata. Se mananca simpla cu salata sau muraturi. Pofta Buna!"
1,https://www.bucataras.ro/retete/varza-murata-calita-de-post-95644.html,Varza murata calita de post,https://www.bucataras.ro/uploads/modules/news/95644/656x440_varza-murata-calita-de-post-626196.jpg,"""Retete de suflet""","2 verze acre murate
2 cepe
100ml ulei
boia dulce
boia afumata
piper",6,120,,"Varza se pune la desarat in apa rece de seara pana dimineata, se toaca fideluta si se stoarce bine. Ceapa se curata si se toaca marunt, se pune in ulei si se caleste 4-5 minute. Se presara boiaua si piperul. Se adauga varza si se pune apa pana aproape sa acopere varza. Se lasa la fiert 30-40 minute amestecand din cand in cand. Cand apa aproape a scazut se introduce in cuptorul preancalzit la 180 grade C pentru circa o ora. Cand s-a rumenit frumos si se vede uleiul este gata.   Pofta Buna!  "
1,https://www.bucataras.ro/retete/salata-de-dovlecei-de-post-95647.html,Salata de dovlecei (de post),https://www.bucataras.ro/uploads/modules/news/95647/656x440_salata-de-dovleceide-post-626211.jpg,Retete de suflet,"2-3 dovlecei tineri
1 cartof mare sau 2 mici
sare
piper negru macinat
1 lingura mustar
1 lingura zeama de lamaie
70 ml ulei
busuioc uscat",3,60,,"Curatam dovleceii de coaja si ii taiem cuburi. Ii punem la fiert pana se inmoaie intr-un oala acoperiti cu apa si un praf de sare. Scurgem dovleceii bine si ii lasam sa se raceasca. Dupa ce s-au racit ii mixam bine. Procedam la fel si cu cartoful intr-un vas separat. Dupa ce s-a racit il presam cu dosul unei furculite, adaugam mustarul,sare, zeama de lamaie si frecam cu uleiul obtinand o maioneza de post. Amestecam cele 2 compozitii la care adaugam piperul si busuiocul. Dam salata la rece pana in momentul servirii. Servim cu paine prajita."
1,https://www.bucataras.ro/retete/pasta-de-naut-cu-avocado-si-busuioc-95649.html,Pasta de naut cu avocado si busuioc,https://www.bucataras.ro/uploads/modules/news/95649/656x440_pasta-de-naut-cu-avocado-si-busuioc-626224.jpg,Retete de suflet,"400 gr naut fiert in prealabil sau din conserva
2 bucati avocado
o mana busuioc proaspat
2 catei de usturoi
zeama de lamaie dupa gust
sare
piper negru macinat
70 ml ulei de masline
paine prajita ptentru servit",4,30,,"Punem nautul scursul intr-un vas inalt. Taiem avocado pe jumatate, scoatem samburii, scoatem miezul cu o lingura si il punem peste naut. Punem si frunzele de busuioc, usturoiul curatat de coaja, sare, piper dupa gust, zeama de lamaie apoi incepem sa mixam turnand uleiul de masline pana obtinem o pasta. Punem pasta intr-un vas nemetalic acoperit si dam la frigider pana in momentul servirii. Servim pasta cu paine prajita."
1,https://www.bucataras.ro/retete/mancare-de-naut-cu-vinete-95752.html,Mancare de naut cu vinete,https://www.bucataras.ro/uploads/modules/news/95752/656x440_mancare-de-naut-cu-vinete-627600.jpg,Retete de suflet,"1 ceapa
1 morcov
1 ardei gras
1 vanata medie
300 gr naut fiert in prealabil
200 gr rosii date pe razatoare
1 lingura ulei
sare
piper negru macinat
2 foi de dafin
cimbru uscat
busuioc uscat
boia dulce afumata
patrunjel verde",4,60,,"  Curatam si spalam legumele. Morcovul il taiem rondele subtiri, ceapa o tocam fin, ardeiul gras il taiem cubulete mici. Vanata o descojim si o taiem cuburi mai mari. Presaram putina sare si o punem intr-o sita pentru 20 de minute. Intr-o tigaie adanca punem la calit ceapa si morcovul. Adaugam ardeiul gras, apoi cubuletele de vinete. Intre timp radem rosiile si le fierbem 10 minute daca sunt prea apatoase. Cand legumele sunt moi, punem rosiile, foile de dafin, cimbru, busuic,boia, sare si piper si fierbem 10 minute. Adaugam nautul si potrivim de sare si piper. Oprim focul si presaram patrunjelul verde."
1,https://www.bucataras.ro/retete/mancare-de-ardei-copti-cu-rosii-si-usturoi-95820.html,Mancare de ardei copti cu rosii si usturoi,https://www.bucataras.ro/uploads/modules/news/95820/656x440_mancare-de-ardei-copti-cu-rosii-si-usturoi-628343.jpg,"Mancare de ardei copti cu rosii si usturoi – Excelenta si calda si rece! Buna si cu paine, buna si cu mamaliguta si olea’ de branza burduf deasupra. Merge si langa o bucata de carne, merge si simpla.","12 bucati ardei kapia
4 rosii medii
2 cepe
3 catei de usturoi
patrunjel verde
o crenguta mica de cimbru
o lingura de zahar
o lingura otet balsamic – optional; daca nu-l ai, nu-l pui
sare
50 ml ulei",4,60,,"Ardeii kapia ii coci, la foc sau la cuptor. Ii cureti si le detasezi cotoarele. Ii desfaci in fasii subtiri, pe care le tai apoi in doua. Rosiile le oparesti pentru cateva secunde, apoi le cureti pielita. Pui o tigaie inalta la incins si torni uleiul. Cat timp se infierbanta toci marunt cele doua cepe. Cand uleiul e fierbinte, pui ceapa si calesti, amestecand usor cand si cand, pana cand se inmoaie. Toci marunt rosiile si le pui peste ceapa. Continui sa amesteci pentru inca 5 minute. Adaugi apoi ardeii si omogenizezi. Ardeii mei au lasat suficienta zeama, incat n-a fost nevoie sa mai pun nimic. Daca nu ai suficient lichid, pune putina apa. Potriveste gustul de sare, pune crenguta de cimbru si da focul la mic spre mediu. Fierbe totul pentru 20 minute, amestecand cand si cand. Intre timp sosul va scadea si se va ingrosa usor. Gusti, vezi daca mai trebuie sare si adaugi patrunjelul verde tocat (nu pune prea mult) si cateii de usturoi tocati marunt. Mai lasa pentru 2 minute, apoi opreste focul si lasa mancarea 10 minute, sa se imprieteneasca toate aromele, apoi poti servi. Mie imi place foarte mult si rece. Sub nicio forma nu-i strica o lingura de mujdei de usturoi deasupra 😀"
1,https://www.bucataras.ro/retete/clatite-de-post-95843.html,Clatite de post,https://www.bucataras.ro/uploads/modules/news/95843/656x440_clatite-de-post-628634.jpg,"Un desert simplu şi rapid, ideal pentru o zi de post. Aluatul cu apă carbogazoasă este foarte bun. Clătitele ies moi şi elastice.","1 litru de apă carbogazoasă
380 g făină
5 g sare
5 g zahăr vanilat
10 g zahăr tos
1 lingură cu amidon
3-4 linguri cu ulei",14,30,"1) Pentru o culoare mai frumoasă, se adaugă 1 linguriţă de turmeric pudră.","Într-un vas se cerne făina. Se adaugă sarea, zahărul vanilat şi zahărul tos. Se pune şi amidonul. Se amestecă bine cu un tel. Apa carbogazoasă se adaugă uşor-uşor, astfel încât să nu se formeze cocoloaşe. La final, se pune uleiul şi se mai amestecă puţin. Clătitele se prăjesc, la foc mediu, într-o tigaie antiaderentă. Tigaia mea are 26 de centimetri. Se servesc cu umplutura preferată (cremă de ciocolată tartinabilă, gem etc.)."
1,https://www.bucataras.ro/retete/mancare-de-conopida-95859.html,Mancare de conopida,https://www.bucataras.ro/uploads/modules/news/95859/656x440_mancare-de-conopida-628709.jpg,"Delicioasa aceasta mancarica, potrivita pentru zilele de post si nu numai.","1 buc conopida
3 buc ceapa
3 buc rosii
2 lingurite bulion
2 linguri ulei de masline
2 buc ardei kapia
1 buc foi de dafin
praf de sare
praf de piper
praf de busuioc
1 legatura patrunjel",3,60,,"Conopida se taie in buchetele si se opareste 5 minute in apa fierbinte cu un praf de sare. Cepele se taie solzisori si se calesc in uleiul incins. Adaugam ardeiul kapia tocat marunt si amestecam. Rosiile se rad si se pun peste legumele calite. Punem si bulionul si amestecam.  Acum este randul condimentelor:adaugam sarea, piperul, frunza de dafin si busuiocul. Fierbem pentru 15 minute impreuna. Asezam conopida intr-o tava sau intr-o cratita lata. Turnam sosul peste ea si dam la cuptor la 170°Ce pentru 20 de minute. La final presaram patrunjel tocat."
1,https://www.bucataras.ro/retete/hummus-de-fasole-96046.html,Hummus de fasole,https://www.bucataras.ro/uploads/modules/news/96046/656x440_hummus-de-fasole-630619.jpg,,"400 gr fasole alba fiarta in prealabil
2 linguri seminte se susan
zeama de lamaie
3 linguri ulei de masline+ptr decor
sare
piper negru macinat
2-3 catei de usturoi
boia dulce afumata pentru decor
paine prajita pentru servit",4,30,,"Daca nu aveti fasole gata fiarta, spalati fasolea, o puneti la inmuiat in apa rece cateva ore, apoi o puneti la fiert intr-o oala sub presiune. Scurgeti fasolea si o lasati sa se raceasca. Punem semintele de susan intr-o tigaie uscata la foc si amestecam ocazional pana semintele se rumenesc usor. Scoatem semintele intr-un castron si le lasam sa se raceasca, apoi le macinam. Taiem usturoiul felii. Punem fasolea intr-un vas inalt, adaugam susanul, sarea, piperul, usturoiul, zeama de lamaie,uleiul si cu ajutorul unui blender vertical o transformam intr-o pasta fina. Punem pasta intr-un castron,iar deasupra decoram cu boiaua si putin ulei de masline.  "
1,https://www.bucataras.ro/retete/ciuperci-coapte-cu-verdeturi-de-post-96049.html,Ciuperci coapte cu verdeturi (de post),https://www.bucataras.ro/uploads/modules/news/96049/656x440_ciuperci-coapte-cu-verdeturi-de-post-630627.jpg,Daca tinem post avem nevoie de proteine vegetale asa ca ciupercile sunt o alegere excelenta.,"400 gr ciuperci champignon brune
2 linguri patrunjel verde tocat
2 linguri marar verde tocat
2 linguri ulei de masline
sare
piper negru macinat",2,60,,"Trecem ciupercile printr-un jet de apa rece si le scurgem bine. Rupem piciorusele si le taiem marunt. Intr-o tigaie punem 1 lingura ulei de masline si calim ciupercile tocate impreuna cu putina sare si piper macinat.Oprim focul si adaugam mararul si patrunjelul. Umplem palariile cu acest amestec. Coacem ciupercile fie intr-o tava in cuptor fie in aparatul Crock Pot, asa cum am facut eu. Pornim aparatul Crock-Pot pe unctia coacere la 130 de grade pentru 1 ora. Cand aparatul s-a incalzit asezam ciupercile si le stropim cu uleiul ramas. Servim ciupercile reci ca aperitiv.  "
1,https://www.bucataras.ro/retete/mancare-greceasca-de-fasole-verde-fasolakia-96061.html,Mancare greceasca de fasole verde (Fasolakia),https://www.bucataras.ro/uploads/modules/news/96061/656x440_mancare-greceasca-de-fasole-verdefasolakia-630766.jpg,"Reteta originala, o combinatie de fasole verde si cartofi, ar trebui sa inoate in ulei de masline. Eu am redus cantitatea de ulei.","300 gr fasole verde lata (congelata)
150 gr cartofi rosii
150 gr rosii pasate
2 linguri ulei de masline
1-2 catei de usturoi
sare
piper negru macinat
1 lingura legume deshidratate optional
cimbru
oregano uscat
1 foaie de dafin",2,60,,"Curatam cartofii, ii spalam bine si ii taiem in bucati mari. Feliem usturoiul. Punem la foc o oala in care punem uleiul de masline. Cand acesta se incinta punem usturoiul, iar dupa ce acesta incepe sa isi elibereze aroma adaugam fasolea verde. Amestecam ocazional pana fasolea incepe sa se inmoaie si adaugam cartofii. Stingem cu apa calda cat sa cuprinda legumele, adaugam foaia de dafin si cimbru, putina sare si fierbem 10 minute. Adaugam rosiile, piperul, legumele deshidratate si oregano si fierbem pana sosul se leaga."
